"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Token_ID","Method"
"0xda9119e2e7b10039d44525dd441681610ae9939e80845913429434e3722db465","12985732","1628442409","2021-08-08 17:06:49","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","1", "Exec Transaction"
"0xdb9d11cce7bf5aaba69e4a919538868d82565743ffb6053c969e623213db969f","12992388","1628531228","2021-08-09 17:47:08","0x830bd73e4184cef73443c15111a1df14e495c706","0x2536c09e5f5691498805884fa37811be3b2bddb4","1", "Settle Current And Create New Auction"
"0xdb9d11cce7bf5aaba69e4a919538868d82565743ffb6053c969e623213db969f","12992388","1628531228","2021-08-09 17:47:08","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","2", "Settle Current And Create New Auction"
"0xa1fb4c3ea38048819d52095f243b5177235e0b24b39825936bab06b4c85166a4","12998889","1628617690","2021-08-10 17:48:10","0x830bd73e4184cef73443c15111a1df14e495c706","0xae7f458667f1b30746354abc3157907d9f6fd15e","2", "Settle Current And Create New Auction"
"0xa1fb4c3ea38048819d52095f243b5177235e0b24b39825936bab06b4c85166a4","12998889","1628617690","2021-08-10 17:48:10","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","3", "Settle Current And Create New Auction"
"0x08355920a9db0c43f49e9f367e852cadd52f22ebcd0c859cfd34d1770f5a0d28","13005388","1628705130","2021-08-11 18:05:30","0x830bd73e4184cef73443c15111a1df14e495c706","0xeb1c22baacafac7836f20f684c946228401ff01c","3", "Settle Current And Create New Auction"
"0x08355920a9db0c43f49e9f367e852cadd52f22ebcd0c859cfd34d1770f5a0d28","13005388","1628705130","2021-08-11 18:05:30","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","4", "Settle Current And Create New Auction"
"0x9706ca4096d3733bf100f94a174288133a770b7cfed2fe4e09197cd5084e25e0","13011907","1628792090","2021-08-12 18:14:50","0x830bd73e4184cef73443c15111a1df14e495c706","0x68f9d801c96ac6ccf562f3600cef77c4504449b6","4", "Settle Current And Create New Auction"
"0x9706ca4096d3733bf100f94a174288133a770b7cfed2fe4e09197cd5084e25e0","13011907","1628792090","2021-08-12 18:14:50","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","5", "Settle Current And Create New Auction"
"0x0be01d4141bd732fa9ae1b8d88a0994331c6b36f5e30ea7586e641b5bb729941","13018438","1628878904","2021-08-13 18:21:44","0x830bd73e4184cef73443c15111a1df14e495c706","0xf0ccf93438aebc3065cef29e013fc5f4835c4780","5", "Settle Current And Create New Auction"
"0x0be01d4141bd732fa9ae1b8d88a0994331c6b36f5e30ea7586e641b5bb729941","13018438","1628878904","2021-08-13 18:21:44","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","6", "Settle Current And Create New Auction"
"0x75b65764043e3ebe08a3b9e96ffe7999427e34dbdcef945925ed613dfeacc0a3","13024962","1628966606","2021-08-14 18:43:26","0x830bd73e4184cef73443c15111a1df14e495c706","0x2124bf73abd9a1a8d2d23633ccc28972da90c20d","6", "Settle Current And Create New Auction"
"0x75b65764043e3ebe08a3b9e96ffe7999427e34dbdcef945925ed613dfeacc0a3","13024962","1628966606","2021-08-14 18:43:26","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","7", "Settle Current And Create New Auction"
"0xe8c77346fa0ae3e1c9e86f1617de3662c7d9efb61a070b98f93cc93419625eb0","13031693","1629056139","2021-08-15 19:35:39","0x830bd73e4184cef73443c15111a1df14e495c706","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","7", "Settle Current And Create New Auction"
"0xe8c77346fa0ae3e1c9e86f1617de3662c7d9efb61a070b98f93cc93419625eb0","13031693","1629056139","2021-08-15 19:35:39","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","8", "Settle Current And Create New Auction"
"0x3e00b4e2bde2dd27c248395fbc841c050d96d52b44e54ddeb6578d658e2a3ea1","13038190","1629142627","2021-08-16 19:37:07","0x830bd73e4184cef73443c15111a1df14e495c706","0x54be3a794282c030b15e43ae2bb182e14c409c5e","8", "Settle Current And Create New Auction"
"0x3e00b4e2bde2dd27c248395fbc841c050d96d52b44e54ddeb6578d658e2a3ea1","13038190","1629142627","2021-08-16 19:37:07","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","9", "Settle Current And Create New Auction"
"0xeff78d92793a9a0636b8072c955e5bf42160f87e231487beb15029e817dbfe5b","13044794","1629230568","2021-08-17 20:02:48","0x830bd73e4184cef73443c15111a1df14e495c706","0x0c9e1b96ac2c254d099e160edfcd015d6442db86","9", "Settle Current And Create New Auction"
"0xeff78d92793a9a0636b8072c955e5bf42160f87e231487beb15029e817dbfe5b","13044794","1629230568","2021-08-17 20:02:48","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","11", "Settle Current And Create New Auction"
"0x3c47ddb8722acecdfdca3cf129141e5dd4e29bd339c493ca7ba8174de11da77a","13051270","1629317081","2021-08-18 20:04:41","0x830bd73e4184cef73443c15111a1df14e495c706","0xd6ba6f10c981cc8c6c8244ec7d7dc5bd81865333","11", "Settle Current And Create New Auction"
"0x3c47ddb8722acecdfdca3cf129141e5dd4e29bd339c493ca7ba8174de11da77a","13051270","1629317081","2021-08-18 20:04:41","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","12", "Settle Current And Create New Auction"
"0x82e72f22d5724c0f0085a54b737088bf14af89120d64cd3eaf95970d87d86c1e","13057906","1629405025","2021-08-19 20:30:25","0x830bd73e4184cef73443c15111a1df14e495c706","0x008c84421da5527f462886cec43d2717b686a7e4","12", "Settle Current And Create New Auction"
"0x82e72f22d5724c0f0085a54b737088bf14af89120d64cd3eaf95970d87d86c1e","13057906","1629405025","2021-08-19 20:30:25","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","13", "Settle Current And Create New Auction"
"0xd6e2151b829b29bf594abde70b1a9fbcc7396e7d2c29d2dc671d6b651bd745ab","13064333","1629491939","2021-08-20 20:38:59","0x830bd73e4184cef73443c15111a1df14e495c706","0x912a526852527dfb5d44c22a15b708aa493cda6b","13", "Settle Current And Create New Auction"
"0xd6e2151b829b29bf594abde70b1a9fbcc7396e7d2c29d2dc671d6b651bd745ab","13064333","1629491939","2021-08-20 20:38:59","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","14", "Settle Current And Create New Auction"
"0x7ee726431afff0d5146cea8353ef6f3d60f3613eb3b807bb5f1261733de32ceb","13070899","1629579363","2021-08-21 20:56:03","0x830bd73e4184cef73443c15111a1df14e495c706","0x1254958bd5073c6b238e516298f0c48f6f60a78e","14", "Settle Current And Create New Auction"
"0x7ee726431afff0d5146cea8353ef6f3d60f3613eb3b807bb5f1261733de32ceb","13070899","1629579363","2021-08-21 20:56:03","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","15", "Settle Current And Create New Auction"
"0xb45f0869c80c9a38b2a59f581397c972d977fff2897abb36d8e46e3c9d36be54","13077458","1629666427","2021-08-22 21:07:07","0x830bd73e4184cef73443c15111a1df14e495c706","0x2536c09e5f5691498805884fa37811be3b2bddb4","15", "Settle Current And Create New Auction"
"0xb45f0869c80c9a38b2a59f581397c972d977fff2897abb36d8e46e3c9d36be54","13077458","1629666427","2021-08-22 21:07:07","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","16", "Settle Current And Create New Auction"
"0x4b1c01423a1054c012a0c6d28752ad24bec778189a0d85ec50753a0378f85d5f","13083991","1629753952","2021-08-23 21:25:52","0x830bd73e4184cef73443c15111a1df14e495c706","0xa58899bbc983781d47c7dd5a6b8aeef53cd34bbc","16", "Settle Current And Create New Auction"
"0x4b1c01423a1054c012a0c6d28752ad24bec778189a0d85ec50753a0378f85d5f","13083991","1629753952","2021-08-23 21:25:52","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","17", "Settle Current And Create New Auction"
"0x5d77338426379afa706d99c9729f6db85f0f8b5b17fe19e169f89547c67ed253","13090596","1629841445","2021-08-24 21:44:05","0x830bd73e4184cef73443c15111a1df14e495c706","0xd049b3064990869c9f73bd7896271d83325d2067","17", "Settle Current And Create New Auction"
"0x5d77338426379afa706d99c9729f6db85f0f8b5b17fe19e169f89547c67ed253","13090596","1629841445","2021-08-24 21:44:05","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","18", "Settle Current And Create New Auction"
"0x98ae92d6441407c86fbd77663656001fd7f10794b2a6e3abad29545bff408e56","13097031","1629928377","2021-08-25 21:52:57","0x830bd73e4184cef73443c15111a1df14e495c706","0xc3b80922832450aabafe6aae8a6aaf1e5e6158ea","18", "Settle Current And Create New Auction"
"0x98ae92d6441407c86fbd77663656001fd7f10794b2a6e3abad29545bff408e56","13097031","1629928377","2021-08-25 21:52:57","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","19", "Settle Current And Create New Auction"
"0x0e5098f32caa198d5f53d231d5d2712c65fbbc55051cbfaf6f4a3d83bd2ba60b","13103643","1630015799","2021-08-26 22:09:59","0x830bd73e4184cef73443c15111a1df14e495c706","0xed345b69b68086d2dfca17fc87e0e8909b858dd3","19", "Settle Current And Create New Auction"
"0x0e5098f32caa198d5f53d231d5d2712c65fbbc55051cbfaf6f4a3d83bd2ba60b","13103643","1630015799","2021-08-26 22:09:59","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","21", "Settle Current And Create New Auction"
"0xa42c37e1a6fbfb63deca439db84e0aab4fa634af38643e2e38edcee760aabdad","13110139","1630103369","2021-08-27 22:29:29","0x830bd73e4184cef73443c15111a1df14e495c706","0xaee8c60ff7e8947ad514c4310e0f2e203194c33f","21", "Settle Current And Create New Auction"
"0xa42c37e1a6fbfb63deca439db84e0aab4fa634af38643e2e38edcee760aabdad","13110139","1630103369","2021-08-27 22:29:29","0x0bc3807ec262cb779b38d65b38158acc3bfede10","0x830bd73e4184cef73443c15111a1df14e495c706","22", "Settle Current And Create New Auction"
